Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,9705532.104442399,-19.051856773975206
150,6795556.653194297,-48.61800049493805
250,4931054.274400839,-54.33023721065681
350,3886726.064117049,-61.01131880598779
450,3359029.5662723584,-69.49441476652571
550,2908469.9692992102,-75.78352406367631
650,2702043.9253957598,-81.08600902342005
750,2394038.230248499,-84.7735687543819
850,2116281.430934416,-87.69221740320214
950,1949613.1292209206,-89.53805354529125
1050,1760859.8421695083,-90.89755667252837
