Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,11306796.928910615,-27.200299807639354
150,6861275.801227985,-56.56176249198964
250,4797238.9943633685,-64.87361009699988
350,3770141.1628792975,-72.18629346768618
450,3098323.639912697,-78.03663601159293
550,2581789.683523375,-81.74652516614685
650,2213774.10497156,-86.24846160421764
750,2007010.8718047831,-93.12327054348258
850,1787078.547206441,-98.53620634234066
950,1621724.3123541102,-100.12408524593843
1050,1445040.4604818798,-100.2667973714204
