Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,4108.837040075215,-49.642228340469515
150,4478.6510269232385,-81.50448395330012
250,1677.5899432794413,-31.72125594485028
350,1538.9266315477325,-31.61923322509326
450,1436.170815676006,-32.73853216199881
550,1341.785622772939,-33.44165878191365
650,1291.044950104747,-33.78053594437324
750,1223.1578777982802,-34.74694163889784
850,1162.60122495944,-36.181708702328095
950,1136.2619157187212,-37.148462728389596
1050,1083.5625698267343,-38.21385721682302
