Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,15591290.009261042,-44.837983502542976
150,7043995.5960457,-79.04688081531386
250,4289597.87455625,-81.13204951933766
350,3113684.949754861,-83.90656909791932
450,2445242.5647601043,-86.25713379391314
550,2035576.1798658222,-89.61510173684324
650,1716855.3811196021,-92.78044890919767
750,1502793.8972882756,-95.36688334667352
850,1316839.426900382,-97.48203197943747
950,1207297.4464146802,-99.2531958601642
1050,1098436.7078908603,-101.32806122841376
