Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,2469381.833200055,50.36251487584478
150,237227.12321363232,-27.382483439196108
250,95879.33076872704,-3.2045717489769756
350,77961.89001902919,-16.135764196251007
450,72005.30217591325,-15.403821797056443
550,71047.09359762496,-20.93857976220923
650,70541.49313546161,-23.41601353113002
750,67205.16140731082,-26.25604667090591
850,62720.202518050966,-28.06147841975032
950,59841.265772948,-30.632090857226125
1050,58224.63034889741,-31.665210955222214
