Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,3536980.0733682257,8.330772264321393
150,3515196.4374798364,-21.130294481338364
250,3194375.5545124165,-30.96175677162317
350,2690381.42610827,-37.61393834616445
450,2417791.5783950686,-45.60697893682164
550,2224849.6576359323,-53.19854638439273
650,2045513.3103527818,-61.5544389969349
750,1851838.3549622633,-66.13201487717033
850,1690026.971373507,-71.67416608722607
950,1573388.512083574,-74.45848703627392
1050,1448040.3248553018,-77.61334197824215
