Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,6726574.163998424,-14.404702282399736
150,4617703.955030566,-35.461809522710425
250,3680377.9707530984,-41.96584098857949
350,2811502.7355021606,-43.93811198927004
450,2645368.473354234,-50.36437901533609
550,2527962.30387434,-57.201457108857085
650,2323129.2647335916,-63.86362889520209
750,1996995.7342863583,-64.50864674835918
850,1759538.9894688842,-66.38440883381058
950,1699706.482397818,-71.19087469579217
1050,1818917.8554072618,-76.21652457999078
