Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,16733747.320179401,-44.21164633584532
150,8571239.575470608,-56.63522700373389
250,5815333.2660922855,-64.77428272053132
350,4466891.2582347635,-73.14659358669074
450,4079146.227977864,-79.18451151075459
550,3455334.108746483,-82.39968355720062
650,2893722.386089542,-85.35814747314325
750,2540522.356526496,-87.7778770200469
850,2247842.1228424376,-90.9831572202825
950,2016755.0504565716,-91.33121379098326
1050,1836506.2323178549,-93.1416726254419
