Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,8448783.568806957,-20.60815886505897
150,6463344.486591675,-46.06222719951594
250,5129680.655772559,-53.10111027162738
350,4183499.699805296,-61.85444083880083
450,3361106.477424672,-65.35976723522847
550,2793624.3706518016,-67.51256239562731
650,2687511.321903328,-74.49568340460665
750,2457532.7135349237,-80.17763092889581
850,2188951.380103774,-83.51278375985503
950,2032307.3360155288,-86.15373545929381
1050,1857972.496501698,-89.01696902284303
