Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,6102978.904977323,-28.122057377174613
150,3965141.2453121343,-34.50636030666691
250,3080515.4704308915,-40.4989959801204
350,2857898.8317046785,-46.03398861490961
450,2410856.03359811,-48.91119253216134
550,2258936.434618554,-53.73214902253653
650,1986518.2613828618,-57.05493630567537
750,1910520.7084476475,-62.533463387279895
850,1818175.4750521309,-68.85851573212211
950,1987311.6026215553,-73.87409816482317
1050,1809183.8408102263,-75.2997308859302
