Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,13285.226658831398,-84.81852850049295
150,2670.3883858697245,-29.860582676189964
250,2371.6767941167004,-29.776838701206053
350,2175.3236514435102,-28.956464790540394
450,2001.5142937511214,-27.409064525065457
550,1901.7605695670632,-29.530638891695972
650,1811.5749124230454,-30.98653744996161
750,1734.7882046947116,-32.27917681725727
850,1663.6555357402456,-33.16414988166139
950,1638.5259019527357,-34.40274037210272
1050,1569.2071564769706,-35.00048512536672
