Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,25574892.18981251,-34.47790129011014
150,14581876.851611579,-58.78860228829614
250,9039678.569459654,-70.89459116679348
350,6990794.384415887,-77.66182467818389
450,5576725.295751451,-87.45604848325033
550,4664967.215721885,-94.30339687633183
650,3919667.531362214,-100.23201384941315
750,3369474.9068148155,-103.78467831213314
850,2928650.0218114015,-108.41064101861741
950,2687105.475109948,-112.72046443085027
1050,2426700.2824767986,-114.64694481328678
