Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,14362333.223937836,-44.03452418375915
150,6601792.122781598,-78.81488183464533
250,4072107.9835607857,-81.06121862790451
350,2982197.549263524,-84.81069204689464
450,2352106.9312388063,-87.55961512853915
550,1949343.1116155002,-89.94398705555837
650,1637258.1336890177,-92.29976003927496
750,1427418.9312382818,-94.34257126654744
850,1249214.727881034,-96.42767219721604
950,1144209.4209682706,-98.00889484309859
1050,1040975.5928317127,-100.52731776966614
