Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,4029.0014051848702,-34.43038786255817
150,2693.5856747986486,-30.187839381102158
250,2378.901292455156,-27.427021855402188
350,2159.957970358804,-28.377992200254756
450,2053.2800170212645,-29.20107574370932
550,1928.4750147635223,-29.997743834328794
650,1823.960047371143,-30.54684775443478
750,1716.5726187981447,-31.469712977259725
850,1643.7892876108363,-32.38719079654426
950,1617.578798497342,-33.11044723752366
1050,1552.6851934218855,-33.89444347538617
