Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,3781.986822928778,-33.46278895231255
150,2837.4941731624294,-27.26704783732149
250,2417.8926609320406,-26.80821435283857
350,2263.440459461561,-26.11722748824501
450,2097.2728794625164,-26.627243653992647
550,1991.4087977982265,-27.093223845479145
650,1889.1183448098743,-28.632717227796324
750,1853.5358968910914,-29.41844522627018
850,1813.5213418171757,-30.1703857570069
950,1679.2026675227971,-31.0168419919119
1050,1694.9401859152717,-31.83341979274598
