Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,112864.76513806407,87.57813831219504
150,3495.8474536592253,-11.138187088239599
250,3263.0127842319816,-9.898492863314077
350,3294.89844307835,-8.539340542626826
450,3253.9872657492233,-7.507903656603589
550,3241.3292650335866,-7.142945761752693
650,3191.8426369484914,-7.674946354938019
750,3165.3473245809773,-7.744500236752054
850,3112.363660649148,-8.19765256098465
950,3106.291701446557,-8.419537722286963
1050,3096.1557571405287,-9.261267646976329
