Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,1723916.4849201047,5.8889767233756105
150,174204.55975511344,6.646659835535225
250,82190.62888274917,-12.59992049395865
350,62747.39947365017,-18.43496525810521
450,56594.203410384966,-14.530007075434165
550,59429.18238152206,-16.637227944649663
650,56229.9257363128,-17.992327331332632
750,55390.08342709844,-21.02063758652126
850,54305.70640613253,-23.82267928715637
950,51612.639260846925,-25.419798031486508
1050,50749.93261543005,-26.0459670709623
