Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,29331.897965020555,-77.69767589404984
150,2528.1496951619106,-32.27286669677731
250,2015.9776581737558,-26.82253648312907
350,1888.6674428650754,-30.42473241595634
450,1773.743093777531,-32.64362361511001
550,1662.2203905387323,-31.49534893269656
650,1563.7913938201484,-33.60585466010321
750,1547.4240261701002,-35.108641377908086
850,1450.7845959151282,-36.74865676333518
950,1471.9263007610473,-37.846579110500365
1050,1354.658521193172,-38.839576718755424
