Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,10835926.720191885,-24.46317812018605
150,6036576.2268274715,-50.427414527908226
250,4280901.937478522,-52.62814801788114
350,3394397.940495801,-57.03599469468736
450,2846950.3156059845,-60.32026100825765
550,2765634.633150001,-69.62457970557274
650,2678767.0197258135,-77.16292012182944
750,2376747.0002481276,-80.125172770084
850,2129130.145257526,-83.49418476086554
950,1937901.1078008804,-83.60570209765999
1050,1742505.601568884,-84.29879000116014
