Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,11820133.435416464,-27.365848099393318
150,6610789.869796919,-52.17784030655951
250,5301578.203513488,-58.04737680717248
350,4308120.105899108,-66.89508395676228
450,3443106.8836245905,-69.66384033634296
550,2823725.4255118193,-71.11567768098344
650,2386449.0986301927,-73.29791711661618
750,2331152.178364191,-78.4481284638638
850,1873862.4078122869,-79.10723541699033
950,1894494.6893224153,-81.84344604257947
1050,1734943.1171810422,-83.71725301301791
