Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,2722581.005932396,-56.1513528850644
150,260442.35470309158,16.627395641401083
250,91517.9549325688,3.1649773360676092
350,82177.18667880165,-13.03770746229311
450,74622.11175098954,-14.892038990186338
550,73428.68976346057,-20.30133321422753
650,69871.39754773704,-24.196877958567985
750,65830.59623733506,-25.66530923129936
850,61523.299399446805,-27.727316919543348
950,60415.75708685958,-29.838603555998162
1050,56626.27268795379,-31.788796154673793
