Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,8977268.168079508,-30.21269776959764
150,6478556.1618367275,-44.594456378468884
250,4959743.616411401,-53.6472154551167
350,3913892.8219768414,-61.323627850840126
450,3230939.5503017376,-67.18388206638036
550,2802637.4843571195,-73.2387365539108
650,2438406.5004372695,-79.31144646425334
750,2520335.4214691445,-83.69429866050908
850,2236719.3102509435,-88.61435850939552
950,2072434.879643167,-91.850141729042
1050,1890921.4383550629,-94.80208413584604
