Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,763418.4197790127,130.63067954430633
150,85184.52910000154,22.996633011336442
250,77476.84460095303,-10.879142308132796
350,57602.326999435216,-11.248831101077732
450,56447.056962579205,-7.046582744406074
550,58042.99146931186,-10.115434851413537
650,55477.89160598937,-13.154211234699352
750,52863.452623191704,-14.664836229244138
850,50960.219304187296,-15.782611183336424
950,50007.37288864174,-16.49198306405305
1050,52644.280791899764,-20.55132585220846
