Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,13618110.898485951,-35.216034273575474
150,8276451.116077851,-55.68776405144019
250,5826070.191492627,-66.04411403009507
350,4787576.935257446,-80.84968045428842
450,4009208.4765750333,-85.08275797660882
550,3308528.6627105027,-89.04751543971649
650,2657523.096178846,-93.39047914100784
750,2352453.8281948427,-96.39643217248295
850,2080161.3635521415,-99.75984195034778
950,1936823.2104205703,-102.53861473419911
1050,1745669.2862325127,-105.86194141144514
