Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,242185.73619586328,-30.797612697341382
150,171686.85468298386,-26.948814420431876
250,155208.3453630793,-26.95638047737678
350,144227.95868994258,-28.86219684970058
450,136509.04559142172,-31.197562157751204
550,131603.11284508245,-33.65592565508607
650,126248.84144955232,-36.46666292968145
750,121213.21796207459,-38.97536148397747
850,116794.94946446331,-41.84471641546999
950,113224.10489743204,-43.82709630881561
1050,110102.51869591785,-46.68549189528788
