Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,17133698.930199448,-45.19830891990675
150,8915413.231314877,-62.197508101184404
250,6263612.300929551,-71.20860640095498
350,5363966.509338492,-74.24427838059738
450,4276879.427804682,-77.19928219327419
550,3616127.6856316803,-80.38963177456762
650,3076132.294764675,-83.28204363563032
750,2684942.2345682033,-84.9052095559907
850,2397642.124394916,-87.3877321676741
950,2211196.4210441303,-89.14797334065098
1050,2018042.2709618993,-90.49515855512107
