Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,15057595.357927524,-8.414298004052778
150,14003499.761490604,-47.730303614090566
250,10718233.954790335,-59.34181469979927
350,8448711.17528528,-67.48117721231036
450,6901213.713257503,-74.59591644726588
550,5848971.004449719,-79.65540302416022
650,4978738.452511252,-84.55275113712949
750,4348804.21342935,-87.25755492486624
850,3805778.2899216344,-91.04857188496605
950,3515253.5452332445,-94.2305283899168
1050,3173617.5039226455,-97.76216825805749
