Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,22708510.549104173,-53.765423319494076
150,9253497.99868769,-65.40809196016008
250,5837299.972641674,-67.88531176890714
350,4286094.7842705175,-69.89081137905998
450,3470110.6486151293,-75.04800799228617
550,2828587.8112861468,-77.90848160638055
650,2409172.176517464,-83.0264976955379
750,2122350.987383804,-87.40726317276969
850,2152378.617114572,-106.5922498680669
950,1974270.0580941644,-110.58755609991651
1050,1686363.2759136904,-115.77747480659069
