Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,2452091.936383298,154.54596096073422
150,334568.62524314586,-21.78189641770367
250,270614.297282678,-21.671639410644215
350,254800.05427462462,-20.351958640737415
450,227366.49570913846,-18.6371832191399
550,215259.45237921277,-18.630364911096137
650,206762.61536026406,-18.08130042710786
750,189422.833310404,-21.84470388022621
850,279389.0569309354,-51.476179708990735
950,265701.2896895648,-46.59757568410589
1050,265579.04277455737,-52.08472540093113
