Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,3905974.008180011,-148.68461556977323
150,338996.20342895505,-20.199825315473507
250,237702.56413403575,-23.661904387597954
350,253167.12819923655,-23.43742542769636
450,228336.3115394593,-16.764876778373438
550,211454.8298310187,-17.135982840772623
650,199505.0024933244,-17.747332457304886
750,186358.58835917903,-21.281052539604147
850,279232.6413912166,-53.06368054886437
950,251069.75406345422,-51.061772987526574
1050,287130.3810072023,-56.56458472049081
