Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,16080620.126296528,-47.16261158965663
150,7300922.374471897,-81.32755366716006
250,4454233.900669285,-81.86556533524906
350,3257990.5388716664,-85.57395195084248
450,2566152.4321744223,-87.92338986278908
550,2129232.7352667185,-90.40353867085506
650,1789896.4930957507,-92.87135994974292
750,1566628.010307215,-95.45397202568182
850,1375544.236789888,-97.79423213331278
950,1261418.2972084205,-99.43703625338146
1050,1144663.9795927256,-101.44310531962186
