Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,11026190.882162942,-17.610575729095714
150,6926209.292919381,-51.84736878607311
250,4931884.378428372,-59.847318548332524
350,3891198.8873170684,-68.92354885197274
450,3187296.1241250723,-75.08342962174208
550,2683568.497856872,-79.42412886162012
650,2281868.3211653247,-83.46274209847182
750,1998908.588398035,-86.38211833636342
850,1752422.2571171713,-88.87481289838041
950,1611293.472435351,-91.31151829234034
1050,1466566.1058784304,-94.30422224116586
