Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,3866.315363047224,-25.238292166710362
150,2698.5676925176917,-28.87370726610661
250,2420.5453270179178,-29.44553836077195
350,2246.6612408054957,-30.82529231981004
450,2102.9303697611736,-32.12118465271352
550,1948.8766749345186,-33.34964708757743
650,1960.859517797171,-34.744602140955436
750,1785.7222147496313,-36.30077106108223
850,1748.236457637862,-38.18655457665176
950,1722.4152297802266,-39.46684809438049
1050,1649.391286643477,-41.13709519933767
