Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,4590.35496290719,-39.53878389407529
150,2779.9145724743216,-28.926214229152556
250,2419.0098821957545,-29.544788634901895
350,2211.5776685596297,-30.50263103443364
450,2073.2279939130713,-31.935758171813816
550,1934.6143825875113,-33.233338734824734
650,1866.4589117449423,-34.75298128623673
750,1857.6651354830253,-36.355037360625595
850,1798.7267078365585,-38.0103116656555
950,1681.1702500268386,-39.4936225482522
1050,1599.2462272105183,-40.959028031297414
