Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,3743150.596233979,-47.09161257331518
150,261259.94368680418,159.9852979500472
250,66158.35236175061,16.7072053717092
350,66732.89166253597,-2.241589510840999
450,59291.034131162414,-9.105959035013798
550,60500.77226975061,-15.419501453049135
650,59235.97247412968,-22.43836937993145
750,56666.34308995123,-24.016493226742934
850,54668.02885631875,-26.78186999477079
950,53417.1643375862,-29.604467361654137
1050,52220.015118247524,-30.853326010113506
