Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,17534963.345758144,-69.97581257773149
150,6571681.671385138,-78.4143521855209
250,4065738.4345391686,-80.77643216586962
350,2972509.0224625096,-84.375762021909
450,2345375.6385303927,-87.11544992188496
550,1945886.3924370513,-89.57285744921421
650,1635179.0544772842,-92.10343923782608
750,1426620.769815701,-94.18900312913175
850,1252850.2267171624,-96.83661495589216
950,1149100.6790949802,-98.54276698161873
1050,1045654.3988825954,-101.11291903099838
