Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,14691935.833280703,-46.613053319159356
150,7544378.8628689125,-55.39104356923759
250,5163732.87072914,-61.78074510008789
350,3972407.319394569,-69.17098865614896
450,3260435.931434083,-75.2838683855684
550,2768454.848496307,-80.22693272046678
650,2339033.6194852274,-83.13828107016336
750,2037294.6699295668,-84.93095159827482
850,1793927.0816056838,-87.61328348850826
950,1653019.882420043,-89.99668936585516
1050,1503809.2673997476,-92.68734977197963
