Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,210844.9608430349,-27.316686562803053
150,154977.50808485388,-27.490605364612065
250,137684.4348571983,-29.496638457224268
350,127710.54624315155,-32.239794713380945
450,120065.20806518532,-35.26417261960815
550,113715.10249328578,-38.3350283714919
650,107820.48118862604,-41.57975258997444
750,102943.18746046639,-44.60141412943759
850,97911.51075412071,-47.791313542373025
950,95170.40405849826,-50.2727865768399
1050,91930.128365055,-53.37690268306185
