Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,4558.541440623074,-46.288455751638
150,2731.050912708463,-30.676637426094334
250,2424.599999278557,-29.074289536397433
350,2192.145724127321,-30.499039111549866
450,2076.74131095177,-31.729239862973895
550,2008.6266810798154,-32.779997787657116
650,1877.7428917058025,-34.60621915460001
750,1875.8311107041718,-36.30437304814333
850,1763.6521715332042,-38.076848048621954
950,1666.904523991724,-39.359158250522576
1050,1642.6221971152902,-40.67608420113513
