Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,3918048.0109697594,6.447134520959566
150,187759.98213840186,11.974856862312203
250,58989.94566871086,21.830281013187165
350,52017.3051031632,-1.255448685347926
450,48960.13602043284,-9.97352206112253
550,47035.32696380418,-17.06112375226204
650,48584.57792738391,-24.154422661072047
750,47842.353610560465,-27.190083483740338
850,44471.991234377536,-30.897247579846553
950,44071.12630388465,-34.24610180970389
1050,41500.27232610362,-35.2485291542736
