Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,2982.2590975162743,-52.66092419230773
150,1856.5824883582432,-33.918489045726645
250,1422.1615130965629,-31.529051658798696
350,1299.569209834537,-32.74783770483188
450,1239.346802997059,-33.65834745504767
550,1121.4955251819013,-33.999210183346115
650,1061.8341784252784,-34.29895976501362
750,1018.3179558622583,-35.66538730475549
850,975.7101544903542,-36.54678151114961
950,951.941909413712,-36.71841514358705
1050,915.5597359714694,-37.59585174337139
