Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,194777.74214101286,-28.638233739959393
150,145150.33791180287,-26.6614973960134
250,130417.59016842098,-27.1280963940515
350,121084.38090352295,-29.832107050826536
450,115331.87377352544,-32.978640345774544
550,109646.33541793797,-35.56362824051852
650,104305.23237427871,-38.68933387223808
750,99902.65741043631,-41.63249412898253
850,95741.51337348089,-44.807642592707666
950,93014.25956225458,-47.12605788151119
1050,91794.52648693009,-49.688366463430434
