Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,19837326.076363888,-36.026014508618054
150,9990217.071555294,-71.70168669923716
250,6247418.91829,-78.06319226254483
350,5337090.005844653,-83.42438110188874
450,4050686.885192395,-87.98292019724082
550,3405459.2499174196,-91.84724805620543
650,2848563.566633592,-95.97982605726531
750,2458615.1972957277,-98.76086483650566
850,2147745.439708641,-102.0715719402229
950,1946558.038455391,-105.81980447761927
1050,1481409.5027540522,-109.26682549265286
