Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,14882776.764794432,-40.063171103946935
150,6972683.035270326,-77.42903007330357
250,4269693.6032235455,-80.17055456524221
350,3129758.2728351136,-84.85110681550776
450,2470622.0420250804,-88.062063831267
550,2046333.4416120697,-90.72076676399371
650,1716861.7230506113,-92.9185599478258
750,1499398.9964781355,-95.11218471185113
850,1319101.524674031,-97.56873233827717
950,1206555.671445968,-99.15793045589997
1050,1093657.546232215,-101.13198749877252
