Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,3420672.4216655255,86.19058968763738
150,108480.34945264655,-46.50487722281159
250,68000.26632530158,19.49972786565434
350,64092.83783892157,-0.12386086506314996
450,60161.416743355185,-5.257847416987748
550,60185.783893202846,-14.306086063321791
650,59318.248512586666,-20.560140685254407
750,58588.921248135826,-23.901393851446674
850,56391.74415018482,-27.582118085153468
950,53187.885147796216,-28.553594338537756
1050,51430.56172064643,-31.54130072644212
