Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,15413960.576352576,-36.23302113569362
150,7703756.006461992,-63.30799068111289
250,5213598.654667237,-69.21298227206522
350,3947666.200354181,-73.9595229331305
450,3195577.1957745077,-77.75886610392968
550,2720456.9103875225,-81.55846413897704
650,2330201.9838517196,-85.29862653315384
750,2071562.9975445815,-88.76902005477041
850,1829333.8263126092,-92.58236351574533
950,1671268.7636488252,-94.39465466915124
1050,1539435.0878012038,-98.94787260933332
