Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,7617.950998316147,-94.66592010865592
150,1921.728113268725,-28.62505734094873
250,1731.0291851789877,-26.466635018290276
350,1543.3238019500086,-25.76127999815009
450,1407.5897238302034,-27.4296170517386
550,1327.1059713371496,-28.557860621325208
650,1347.9370474877242,-29.372717631943086
750,1283.770406327959,-29.953106574696378
850,1162.671833416956,-30.887948649426228
950,1130.4982308785532,-31.76862460365903
1050,1091.8543113617377,-32.802482970345345
