Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,7201.613408517526,-86.85219213367851
150,2801.5057480973815,-28.97437125876737
250,2369.3106672077533,-27.62853830783508
350,2158.030469175104,-29.677325814920593
450,2021.6078968631587,-30.832098310804
550,1900.239218417273,-31.787016339571956
650,1841.2044912491212,-33.570970365697754
750,1727.1416939333064,-34.80884856727018
850,1648.405416470815,-36.25683567855953
950,1604.864844173695,-37.284601385559085
1050,1543.8899376973086,-38.516335620517836
