Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,122088.06005265676,47.51144788998693
150,5552.913151583255,29.107686878753686
250,1743.9851775530988,-7.791498425049508
350,1714.2509290806745,-4.440416198813174
450,1720.5042975806596,-4.887123576262271
550,1692.1552129273373,-8.88771620543977
650,1691.899820204911,-9.800033824522687
750,1693.2201143314956,-10.405128546424837
850,1683.5160379755614,-12.177403228656647
950,1677.323541774638,-12.88681592342673
1050,1675.8009120051206,-14.193498750885984
