Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,111674.41474461337,81.62751173978164
150,8174.004580996132,-69.20623941216125
250,2419.814802379726,-10.991124741451047
350,2551.6682927705506,-11.271913014263466
450,2479.5532935448173,-9.097930078483799
550,2486.07099934709,-11.096935307514805
650,2441.63400721183,-10.444832550840996
750,2485.806312685514,-12.126243542476281
850,2428.5832138052183,-12.707842032536561
950,2428.625304588187,-13.352802519352544
1050,2434.5640933170876,-14.270703455105258
