Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,30083910.92618848,-20.159418726087694
150,18419622.568051193,-65.25010460556993
250,11636976.20641987,-76.60085066705611
350,8980765.445228342,-88.32874559884402
450,6882998.75066768,-92.26416984774802
550,5672715.239643889,-97.33359431403413
650,4745015.282853257,-104.73740984074428
750,4125313.0451191203,-109.36404004552446
850,3575207.4733794476,-114.17279461725276
950,3237521.0250314306,-118.15156712838514
1050,2901653.1088483282,-123.1848058005897
