Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,112077.73029971437,148.47338280645826
150,1970.8919839134683,4.961825898181982
250,1699.195450399896,0.059339164787903804
350,1714.584428779161,-8.021800753589371
450,1740.1676008914408,-6.703037733589025
550,1725.1176697092833,-6.64204738872281
650,1684.5025016998397,-9.855982891796522
750,1703.3385917050527,-11.313675735769
850,1699.8125505120554,-12.20473781445374
950,1681.28233775713,-12.766159398220664
1050,1675.4748694132513,-14.24545778996694
