Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,21261323.608592726,-38.170537052577174
150,13095086.471744819,-79.19289269452538
250,7186696.0693763755,-85.47597085363886
350,5545423.536214125,-86.07588448369796
450,4100020.7643519235,-88.86873698128923
550,3441026.813508284,-91.22646970629184
650,2871998.847108785,-94.57973316751875
750,2521424.236116926,-96.34867858078618
850,2196383.0280547007,-98.35020671138905
950,2021216.3842784131,-100.34000241783428
1050,1815989.3467830871,-101.76792780817986
