Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,11963447.376970492,-53.24491974638569
150,4997731.786867227,-83.11427830715573
250,3066557.6072102524,-83.73450034644522
350,2230670.257563248,-85.1573615924991
450,1761620.7051873882,-86.52285645492721
550,1468452.759444441,-88.20443193497361
650,1243985.4411885377,-90.26463322040857
750,1090827.6496612725,-91.92917482798165
850,962434.1521362212,-93.8266764920914
950,888094.2747307968,-95.58227982890598
1050,806411.6273599927,-97.11282491416405
