Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,6875334.607787213,-15.275881916567203
150,4919579.957269029,-37.25814910456224
250,4188890.44145942,-44.378566410866235
350,3751532.700208214,-52.32743020128835
450,3382883.649225621,-61.012935537262145
550,3419819.6085820524,-70.20644888650374
650,2960791.910678344,-73.56227761219866
750,2657522.6877436005,-78.16263671859154
850,2312424.2835456636,-78.54031049605855
950,2117741.5899230903,-78.94836769678062
1050,1867610.7435123099,-78.47288193246888
