Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,3951507.4860398625,1.1463490466521016
150,138603.57428409669,161.21238153142318
250,62312.835071940666,20.440163604246727
350,61972.932072440875,-3.7528991482404206
450,59022.78613805015,-8.937187728674875
550,59827.43793549983,-17.30706481995516
650,60691.6318745355,-20.896543943780927
750,57304.79994708131,-24.173143523206107
850,56462.202742046495,-27.397705428521608
950,53284.894194861015,-29.654929453010332
1050,52361.394239541216,-31.236479271928488
