Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,3457540.5245020166,157.73580610824473
150,219794.19918219332,-81.84742134068546
250,93224.45101191016,9.261752701030128
350,82110.05772583836,-6.298193740779096
450,78938.26819954006,-12.23095582822913
550,77644.42151191208,-18.703144608192325
650,74266.00140117273,-22.51037024699586
750,71516.71065016837,-25.70596375435729
850,67161.23203257954,-28.610732631318534
950,63685.44828444315,-31.387269238959725
1050,60005.13027736683,-32.29059063706905
