Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,2712639.7155279806,-34.69324807693422
150,419853.1262868763,-19.987302185174137
250,286882.423333818,-21.45107168505704
350,239384.52502729584,-17.381587116594307
450,534643.5317598986,-38.312917101447844
550,214924.66479378962,-14.857284569173672
650,205739.0822672126,-19.00358805771607
750,189281.20611510085,-21.601335197677166
850,331935.0329864767,-52.61939883794417
950,321493.0366506721,-56.81723639570765
1050,334050.6011667473,-61.96339973476348
