Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,4228931.038788727,148.9629325672104
150,199703.93544863517,-6.063724970137345
250,291979.5434493711,-18.77495267227011
350,300179.81572248787,-17.037416572684823
450,287966.72661242925,-18.089344143818963
550,183561.7079378727,-25.59684115976724
650,234562.3001296727,-43.658063028360026
750,207993.18968129536,-43.55852563242238
850,208637.8604645904,-50.711630098809636
950,230225.7208149937,-54.99122862100075
1050,211240.1949083168,-60.0543259505615
