Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,9019382.643182065,-18.07890670565188
150,6809956.163486167,-40.79356766400798
250,5060164.433682232,-51.26199500050598
350,4005336.0264006886,-60.80907834593593
450,3294247.109642296,-66.91202783198523
550,2828887.03076083,-73.76258528142715
650,2426002.705063961,-79.23688646440014
750,2136395.742151235,-82.70362316315541
850,2088009.2942651487,-88.07083755446271
950,1925927.804127801,-89.92147324293555
1050,1735221.1391952022,-92.65097423796401
