Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,19002459.96520168,-44.70017000471046
150,9563070.330695642,-58.276952761856705
250,6961156.90255445,-70.88696087907766
350,5542418.731940404,-76.12824723430126
450,4102482.1768053076,-76.51068009681993
550,3342567.332685969,-75.60941265181961
650,2795279.3515814673,-76.1922366859085
750,2440982.524164905,-77.51765653635532
850,2170773.5959625016,-80.05391787111425
950,2000144.7803952834,-81.55635133069664
1050,1822282.1454399924,-83.89158003834329
