Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,3658925.624873198,-127.75487294320573
150,279651.1267209626,25.43801191085475
250,63569.93577676718,29.370586191120474
350,53726.50888793507,-1.9813045181894144
450,48935.76860181266,-8.585577948110972
550,50526.59981900737,-16.346109792328207
650,49634.415330990014,-24.587843496187055
750,47576.84068772481,-26.73294458478116
850,45115.74678400417,-30.624888301536018
950,43220.29035370418,-33.701228990354046
1050,41813.12989918726,-35.77062179121675
