Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,1108253.37182451,-149.20268933737907
150,114585.44245382122,18.211465992362044
250,96245.62310177514,-11.866240319082761
350,71212.72465095099,-18.65675657145239
450,66030.84411997293,-14.997390738814994
550,68122.63546574516,-17.66472631033097
650,66836.92650149735,-19.765864734234547
750,61717.880985790805,-21.84377516411811
850,59583.771634697405,-23.009664131619857
950,58209.796029467834,-24.41208432995192
1050,56881.06815099603,-25.55178234468894
