Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,2683359.4686425324,109.54493897426504
150,289835.9690412071,-24.55439844929275
250,256227.33287957223,-25.445889127778763
350,257605.35740035414,-21.337263236256447
450,250633.28971234514,-19.670637214895685
550,240893.83786956448,-21.46467545371884
650,218271.2031223252,-25.712064053332853
750,227682.48935862252,-45.99968864298824
850,198563.42711447878,-53.74040851934077
950,258907.3453754187,-53.75656211519969
1050,230184.9971307946,-62.559176534129826
